Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
110 mph in kilometers,15,15,1000,36,0.00,https://www.calculator.net/speed-calculator.html,4,0,0.00,0,100,"[3,1,2,100,54,7,0,20,43,54,2,1]",2026-04-05,"Video, Related searches, AI overview",informational,Organic
hours to sec,17,17,1600,31,2.12,https://www.calculator.net/time-calculator.html,4,0,8.00,0,5030000000,"[16,1,7,2,4,100,29,0,1,8,7,0]",2026-04-02,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
return on investment and return of investment,11,11,1000,52,1.63,https://www.calculator.net/roi-calculator.html,4,0,6.00,0.05,945000000,"[2,1,0,0,10,3,0,3,66,1,0,3]",2026-03-30,"Sitelinks, Video, Video Carousel, Related searches, See results about, AI overview",informational,Organic
calculate my due date from conception,20,19,2900,65,0.10,https://www.calculator.net/due-date-calculator.html,4,0,0.00,0.3,6130000,"[2,81,100,66,43,66,1,4,24,36,66,54]",2026-04-21,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
min to hour,11,11,1600,41,0.00,https://www.calculator.net/time-calculator.html,4,0,0.00,0,11210000000,"[44,44,24,13,16,10,44,29,24,16,18,53]",2026-03-31,"Instant answer, Video, Video Carousel, Related searches, Short videos",informational,Organic
series math calculator,15,15,1600,39,0.49,https://www.calculator.net/number-sequence-calculator.html,4,0,1.00,0,21300000,"[19,2,2,24,100,28,13,2,2,8,36,28]",2026-02-28,"Sitelinks, Video, Related searches, See results about, Questions and answers",informational,Organic
iso week number calculator,14,14,880,22,0.00,https://www.calculator.net/day-of-the-week-calculator.html,4,0,0.00,0,89,"[1,1,1,1,0,1,1,0,100,1,0,1]",2026-03-21,Related searches,informational,Organic
how much taxes will be taken out,11,11,480,79,2.21,https://www.calculator.net/take-home-pay-calculator.html,4,0,8.00,0.16,0,"[59,48,26,72,72,48,39,39,39,39,48,32]",2026-03-06,"Video, Related searches, AI overview",informational,Organic
body fat chart men,14,14,1600,44,0.31,https://www.calculator.net/body-fat-calculator.html,4,0,1.00,0.01,169000000,"[36,52,27,44,52,27,52,52,52,27,27,24]",2026-02-27,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
scale conversion tool,11,11,320,26,0.00,https://www.calculator.net/conversion-calculator.html,4,0,0.00,0.01,156000000,"[25,8,11,7,8,16,16,11,7,68,11,5]",2026-03-09,"Sitelinks, Video, Related searches",informational,Organic
acer meter,14,14,1000,9,0.00,https://www.calculator.net/area-calculator.html,4,0,0.00,0,95400000,"[11,68,68,84,68,100,5,37,68,68,52,52]",2026-04-05,"Instant answer, Video, Image, Popular products, Related searches",commercial,Organic
week estimator test,16,16,1000,24,0.86,https://www.calculator.net/pregnancy-calculator.html,4,0,3.00,1,36900000,"[10,81,81,100,81,100,6,45,81,62,62,62]",2026-04-02,"Sitelinks, Video, Image, Related searches",informational,Organic
inflation over the years,12,12,590,89,1.96,https://www.calculator.net/inflation-calculator.html,4,0,7.00,0.01,185000000,"[46,68,31,13,31,16,16,37,31,31,52,37]",2026-04-16,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
400 quid to usd,11,11,480,17,0.00,https://www.calculator.net/currency-calculator.html,4,0,0.00,0,534000,"[24,16,13,16,8,41,24,20,13,16,20,16]",2026-04-14,"Instant answer, Video, Related searches",informational,Organic
simple mortgage payment calculator,11,11,480,67,0.47,https://www.calculator.net/amortization-calculator.html,4,0,1.00,0.39,3050000,"[2,1,5,2,6,2,3,2,2,3,3,3]",2026-04-01,Related searches,commercial,Organic
1099 estimator,13,13,590,42,0.28,https://www.calculator.net/tax-calculator.html,4,0,1.00,0.24,0,"[16,100,100,11,16,25,5,8,20,25,3,5]",2026-03-13,"Video, Related searches",commercial,Organic
minutes to seconds calculator,15,15,1000,48,0.00,https://www.calculator.net/time-duration-calculator.html,4,0,0.00,0,102000000,"[16,34,44,65,20,20,34,30,65,34,55,34]",2026-02-26,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
120 km/h to mph,16,16,1600,26,0.00,https://www.calculator.net/speed-calculator.html,4,0,0.00,0,92,"[18,16,16,10,8,100,66,81,5,10,18,10]",2026-04-02,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
side in a triangle,11,11,2900,55,0.00,https://www.calculator.net/triangle-calculator.html,4,0,0.00,0,726000000,"[3,43,81,100,43,36,1,13,36,36,66,66]",2026-04-20,"Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
roth ira investment calculator,13,13,880,40,1.00,https://www.calculator.net/ira-calculator.html,4,0,4.00,0.39,22000000,"[67,67,67,55,45,45,67,76,67,55,45,67]",2026-03-31,"Sitelinks, Related searches",commercial,Organic
0.9 as a fraction,17,17,2900,22,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=0.9&ctype=2&x=0&y=0,4,0,0.00,0,100,"[19,16,24,24,24,8,4,24,36,29,24,16]",2026-04-20,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
what size am i based on height and weight calculator,11,11,1600,26,1.11,https://www.calculator.net/ideal-weight-calculator.html,4,0,4.00,0.03,50200000,"[65,55,65,55,44,55,44,44,55,44,34,44]",2026-03-01,"Image pack, People also ask, Related searches, AI overview",informational,Organic
how many days in 5 years,18,18,2900,21,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,132,"[54,35,29,44,35,23,44,66,23,29,35,16]",2026-04-18,"Instant answer, Sitelinks, Video, People also ask, Related searches",informational,Organic
money conversion chart,11,11,1600,89,0.09,https://www.calculator.net/currency-calculator.html,4,0,0.00,0.04,170000000,"[55,65,55,55,55,65,55,65,44,44,44,44]",2026-02-27,"Instant answer, Image pack, Video, People also ask, Related searches",informational,Organic
ft to square inches,14,14,880,31,0.00,https://www.calculator.net/square-footage-calculator.html,4,0,0.00,0,0,"[3,7,55,65,44,34,44,20,16,44,13,7]",2026-03-16,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
9 11 01 day of week,11,11,260,60,0.00,https://www.calculator.net/day-of-the-week-calculator.html,4,0,0.00,0,1470000000,"[2,3,4,3,4,3,2,4,18,4,4,3]",2026-03-14,Sitelinks,informational,Organic
boob sizes cups,11,11,1600,36,0.00,https://www.calculator.net/bra-size-calculator.html,4,0,0.00,0,9900000,"[66,66,81,54,1,1,1,1,0,1,0,0]",2026-03-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
what size is 37 in women's shoes,18,18,2900,40,0.22,https://www.calculator.net/shoe-size-conversion.html,4,0,0.00,0.25,32500000,"[80,66,66,80,80,66,80,80,80,80,100,80]",2026-04-16,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
female calorie calculator,11,11,320,81,0.31,https://www.calculator.net/calories-burned-calculator.html,4,0,1.00,0.05,16500000,"[67,16,24,8,100,10,10,30,20,10,8,6]",2026-03-14,"Sitelinks, Related searches",informational,Organic
37 foot size,14,14,1000,44,0.07,https://www.calculator.net/shoe-size-conversion.html,4,0,0.00,0.15,191,"[5,4,11,84,100,100,4,37,84,68,100,100]",2026-03-29,"Image pack, Video, Related searches, AI overview",informational,Organic
equation of interest,12,12,2900,48,0.26,https://www.calculator.net/simple-interest-calculator.html,4,0,1.00,0,184000000,"[1,19,29,100,81,24,0,0,0,0,0,0]",2026-04-16,"Image pack, Video, Video Carousel, Related searches, Short videos, Questions and answers, AI overview",informational,Organic
home construction loan calculator,11,11,320,43,1.91,https://www.calculator.net/mortgage-calculator.html,4,0,7.00,0.52,121000000,"[30,20,24,24,20,20,20,30,20,24,24,16]",2026-03-14,Related searches,commercial,Organic
when i ovulated,16,16,2900,64,1.11,https://www.calculator.net/ovulation-calculator.html,4,0,4.00,0.22,1170000,"[2,23,81,100,66,5,1,2,19,23,3,54]",2026-04-18,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
federal income tax calculator 2025,17,17,1600,62,0.26,https://www.calculator.net/tax-calculator.html,4,0,1.00,0.11,139,"[65,24,55,65,30,24,55,55,55,65,65,100]",2026-03-28,"Video, Related searches",commercial,Organic
tire size exchange chart,11,11,480,27,1.05,https://www.calculator.net/tire-size-calculator.html,4,0,4.00,0.03,7270000,"[13,100,100,20,24,36,8,13,30,45,2,10]",2026-04-14,"Image pack, Related searches",informational,Organic
34/45,12,12,2900,29,0.00,https://www.calculator.net/time-calculator.html,4,0,0.00,0,15100000,"[15,19,36,81,100,0,66,1,66,66,43,54]",2026-04-16,"Instant answer, Image pack, Video, Image, Video Carousel, People also ask",informational,Organic
math cats age calculator,13,13,590,21,0.00,https://www.calculator.net/age-calculator.html,4,0,0.00,0,1050000,"[20,45,45,55,67,45,45,45,36,45,36,36]",2026-03-18,Related searches,informational,Organic
inches calc,14,14,880,47,0.00,https://www.calculator.net/area-calculator.html,4,0,0.00,0,119,"[0,0,0,0,100,1,1,1,0,0,0,0]",2026-03-14,"Sitelinks, Video, Related searches",informational,Organic
mortgage calculator ri,13,13,880,45,0.58,https://www.calculator.net/mortgage-calculator.html,4,0,2.00,0.5,7590000,"[67,76,67,67,76,76,67,76,55,55,55,67]",2026-03-01,"Sitelinks, Related searches",commercial,Organic
how many days till nov 27,14,14,880,19,0.00,https://www.calculator.net/day-counter.html,4,0,0.00,0,698000000,"[2,1,2,3,3,4,7,10,36,43,43,2]",2026-04-17,"Instant answer, Video, Related searches",informational,Organic
6/1 simplified,11,11,590,24,0.00,https://www.calculator.net/fraction-calculator.html,4,0,0.00,0,58100000,"[31,31,16,0,0,0,0,0,100,68,84,31]",2026-04-21,"Instant answer, Video, Related searches, AI overview",informational,Organic
25 divided by 4,12,12,2900,22,0.00,https://www.calculator.net/long-division-calculator.html,4,0,0.00,0,303000000,"[24,29,53,53,66,24,18,44,100,100,81,66]",2026-04-15,"Instant answer, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
currency converter usd to eur,16,16,1600,74,0.14,https://www.calculator.net/currency-calculator.html,4,0,0.00,0.01,138000000,"[2,1,1,2,0,10,3,6,2,2,3,100]",2026-04-14,"Instant answer, Related searches",informational,Organic
100 square feet to feet,11,11,1000,24,0.00,https://www.calculator.net/square-footage-calculator.html,4,0,0.00,0,100,"[10,24,10,53,16,16,13,18,29,24,13,10]",2026-04-04,"Sitelinks, Video, Related searches, Questions and answers, AI overview",informational,Organic
paycheck estimator ma,15,15,4400,29,5.80,https://www.calculator.net/take-home-pay-calculator.html,4,0,23.00,0.01,126000,"[2,0,24,100,100,100,0,4,66,100,0,3]",2026-04-15,Related searches,informational,Organic
how much would my mortgage payment be,11,11,480,64,0.99,https://www.calculator.net/mortgage-calculator.html,4,0,3.00,0.66,428000000,"[67,67,81,81,19,44,67,36,54,67,54,54]",2026-04-13,"Video, Ads bottom, Related searches",informational,Organic
days until april 26,13,13,880,19,0.00,https://www.calculator.net/day-counter.html,4,0,0.00,0,1640000000,"[24,35,100,35,0,0,1,0,1,1,2,3]",2026-04-21,"Instant answer, Video, Related searches",informational,Organic
2.7 gpa,16,15,2900,24,0.00,https://www.calculator.net/gpa-calculator.html,4,0,0.00,0,13400000,"[66,35,44,53,100,44,24,35,44,53,44,66]",2026-04-21,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
timer until 12 am,14,14,880,10,0.00,https://www.calculator.net/hours-calculator.html,4,0,0.00,0,99,"[36,7,41,30,20,30,20,41,36,41,30,100]",2026-03-15,"Video, Related searches",informational,Organic
due date based on ovulation date,12,12,590,66,0.19,https://www.calculator.net/due-date-calculator.html,4,0,0.00,0.17,125,"[36,100,55,67,45,36,45,16,45,36,36,36]",2026-04-02,"Sitelinks, Video, Related searches, AI overview",informational,Organic
250 minus 120,12,12,590,44,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=.02&ctype=2&x=0&y=0,4,0,0.00,0.06,115,"[66,54,66,81,100,100,100,100,100,100,100,0]",2026-03-24,"Instant answer, Video, Related searches",informational,Organic
free ovulation tracking,11,11,480,64,2.08,https://www.calculator.net/ovulation-calculator.html,4,0,8.00,0.8,131,"[15,15,10,54,100,67,19,67,54,67,81,67]",2026-04-01,"Video, Image, Related searches, AI overview",informational,Organic
calculate salary,20,20,2900,86,2.16,https://www.calculator.net/take-home-pay-calculator.html,4,0,8.00,0.01,255000000,"[36,28,28,28,43,54,66,66,43,24,36,43]",2026-04-20,"Video, Related searches","commercial, informational",Organic
b i n a r y,16,16,2900,68,1.07,https://www.calculator.net/binary-calculator.html,4,0,4.00,0,142000000,"[1,0,0,0,0,0,0,0,0,54,100,0]",2026-04-15,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
5.625 as a fraction,12,12,1000,16,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.4&ctype=2&x=0&y=0,4,0,0.00,0,84,"[55,55,100,81,62,36,24,45,81,81,45,62]",2026-04-11,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
how many calories in carbs,11,11,480,67,0.00,https://www.calculator.net/carbohydrate-calculator.html,4,0,0.00,0,62200000,"[84,37,68,20,1,0,11,37,13,8,5,20]",2026-03-10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
2017 in roman numerals,14,14,1000,27,0.00,https://www.calculator.net/roman-numeral-converter.html,4,0,0.00,0,7080000,"[66,30,66,36,36,79,36,3,20,24,36,79]",2026-03-29,"Instant answer, Image pack, Video, Related searches",informational,Organic
how to determine your bmi,16,16,1000,78,0.25,https://www.calculator.net/bmi-calculator.html,4,0,1.00,0.5,0,"[45,62,62,81,55,36,62,30,81,55,100,45]",2026-03-13,"Video, Featured snippet, Related searches",informational,Organic
how much do taxes take out,12,12,1600,83,2.30,https://www.calculator.net/take-home-pay-calculator.html,4,0,9.00,0.13,211,"[55,65,82,82,55,82,82,55,44,44,34,30]",2026-04-02,"Video, People also ask, Related searches, AI overview",informational,Organic
belize dollar to usd,14,14,1600,28,0.42,https://www.calculator.net/currency-calculator.html,4,0,1.00,0.01,30700000,"[100,100,66,79,54,66,41,41,41,54,54,66]",2026-03-26,"Instant answer, Video, People also ask, Related searches",informational,Organic
1.125 in fraction,11,11,1000,16,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=2.5&ctype=2&x=0&y=0,4,0,0.00,0,993000,"[13,54,16,54,16,22,16,8,20,43,16,8]",2026-04-11,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
lbs to ml,12,12,590,23,0.00,https://www.calculator.net/weight-calculator.html,4,0,0.00,0,0,"[37,37,31,31,31,31,31,37,37,31,25,31]",2026-03-17,"Video, Related searches, AI overview",informational,Organic
simple mortgage calculator formula,18,18,1600,53,0.36,https://www.calculator.net/mortgage-calculator.html,4,0,1.00,0.23,137,"[81,66,36,24,19,10,24,15,15,10,1,1]",2026-03-10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
molar units,16,16,2900,43,0.00,https://www.calculator.net/molarity-calculator.html,4,0,0.00,0,34300000,"[44,54,35,44,29,23,19,16,66,54,44,23]",2026-04-16,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
what time will it be 14 hours from now,14,14,880,6,0.00,https://www.calculator.net/hours-calculator.html,4,0,0.00,0,111,"[24,20,30,36,62,62,62,100,62,81,36,30]",2026-03-17,"Video, Related searches",informational,Organic
large bra sizes,13,13,880,19,1.19,https://www.calculator.net/bra-size-calculator.html,4,0,4.00,0.46,0,"[82,8,11,44,13,55,11,44,16,13,20,20]",2026-03-17,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, informational",Organic
exchange rate currency converter,12,12,590,84,0.30,https://www.calculator.net/currency-calculator.html,4,0,1.00,0.03,122,"[5,0,0,16,0,0,0,1,0,0,0,1]",2026-03-26,"Instant answer, Sitelinks, Related searches",informational,Organic
per square foot,11,11,590,23,0.00,https://www.calculator.net/square-footage-calculator.html,4,0,0.00,0,0,"[81,66,81,81,81,81,81,81,100,100,66,81]",2026-03-10,"Instant answer, Image pack, Sitelinks, Video, Related searches",informational,Organic
rent vs sell calculator,16,16,1000,0,2.27,https://www.calculator.net/rental-property-calculator.html,4,0,9.00,0.06,182000000,"[62,62,62,36,55,62,100,62,62,62,36,45]",2026-04-06,"Sitelinks, Video, Related searches",commercial,Organic
calculate my time,12,12,480,65,0.00,https://www.calculator.net/time-card-calculator.html,4,0,0.00,0,0,"[54,81,81,81,66,66,81,66,81,81,66,66]",2026-03-13,Related searches,informational,Organic
hours and pay calculator,13,13,590,71,1.41,https://www.calculator.net/time-card-calculator.html,4,0,5.00,0.03,541000000,"[8,5,1,1,1,2,2,12,2,4,2,2]",2026-02-28,Related searches,"commercial, informational",Organic
va funding fee calculator,14,14,1000,19,3.04,https://www.calculator.net/va-mortgage-calculator.html,4,0,12.00,0.38,22400000,"[55,55,55,55,62,55,81,62,62,55,62,55]",2026-04-07,"Image pack, Ads bottom, Related searches, AI overview",informational,Organic
number adder,12,12,480,39,0.00,https://www.calculator.net/number-sequence-calculator.html,4,0,0.00,0,0,"[54,66,66,100,81,54,54,81,81,66,54,54]",2026-03-06,"Video, Related searches",informational,Organic
annuity cost,12,12,880,54,5.04,https://www.calculator.net/annuity-calculator.html,4,0,20.00,0.69,11300000,"[45,55,76,55,45,55,67,45,67,76,100,100]",2026-04-03,"Video, Related searches, AI overview",informational,Organic
46in to cm,18,18,1600,20,0.00,https://www.calculator.net/bra-size-calculator.html,4,0,0.00,0,15500000,"[79,36,66,54,41,41,79,79,100,66,54,79]",2026-03-26,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
how to make numbers into fractions,14,14,880,31,0.00,https://www.calculator.net/fraction-calculator.html,4,0,0.00,0,55600000,"[3,29,5,3,1,10,3,16,2,43,100,13]",2026-04-09,"Video, Related searches, AI overview",informational,Organic
weight of normal person,13,13,880,81,0.00,https://www.calculator.net/ideal-weight-calculator.html,4,0,0.00,0,0,"[8,37,31,84,100,46,8,8,52,52,52,46]",2026-03-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
6 months prior to today,13,13,590,34,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,0,"[54,81,81,100,81,67,44,54,67,67,54,0]",2026-03-18,"Video, Related searches",informational,Organic
1.8 million yen to usd,12,12,590,30,0.00,https://www.calculator.net/currency-calculator.html,4,0,0.00,0,571000,"[55,20,24,76,67,55,100,55,36,55,45,24]",2026-03-18,"Instant answer, Related searches",informational,Organic
.02 times .02,11,11,880,55,0.00,https://www.calculator.net/exponent-calculator.html,4,0,0.00,0.33,7870000,"[100,0,0]",2026-02-26,"Instant answer, Video, People also ask",informational,Organic
timesheet calculator with breaks,12,12,480,22,2.24,https://www.calculator.net/time-card-calculator.html,4,0,8.00,0.04,112,"[59,26,72,59,48,32,59,100,39,32,26,32]",2026-04-13,"Video, Image, Related searches",informational,Organic
distance between the cities,15,15,2900,61,0.12,https://www.calculator.net/mileage-calculator.html,4,0,0.00,0,1060000000,"[0,0,0,100,81,81,0,0,0,0,0,0]",2026-04-17,"Video, People also ask, Related searches, Questions and answers",informational,Organic
305 55r20 in inches,16,16,1600,12,0.87,https://www.calculator.net/tire-size-calculator.html,4,0,3.00,1,922000,"[81,16,18,24,44,44,29,35,13,16,53,24]",2026-04-08,"Sitelinks, Video, Related searches, AI overview",informational,Organic
model measurements,13,13,880,9,0.00,https://www.calculator.net/body-type-calculator.html,4,0,0.00,0,131,"[44,34,34,30,30,30,30,30,24,24,20,24]",2026-04-03,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
401 k contribution,14,14,880,62,1.09,https://www.calculator.net/401k-calculator.html,4,0,4.00,0.04,153,"[55,81,55,100,20,8,45,62,62,55,45,81]",2026-04-03,"Video, Related searches, AI overview",informational,Organic
how many days in 22 years,12,12,590,18,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,3040000000,"[54,44,67,100,67,54,54,67,54,67,67,44]",2026-03-14,"Instant answer, Video, Related searches",informational,Organic
substrate calculator,14,14,880,9,0.12,https://www.calculator.net/gravel-calculator.html,4,0,0.00,0,92,"[36,55,67,67,76,67,67,45,67,100,76,55]",2026-03-29,Related searches,informational,Organic
computer power usage calculator,12,12,480,48,0.04,https://www.calculator.net/electricity-calculator.html,4,0,0.00,0.09,106,"[54,67,67,54,54,36,67,54,44,36,54,54]",2026-03-14,"Sitelinks, Video, Related searches",informational,Organic
salary finder,13,13,1600,94,1.24,https://www.calculator.net/salary-calculator.html,4,0,4.00,0.08,128000000,"[84,84,84,100,100,100,68,68,68,68,84,68]",2026-02-27,"Sitelinks, Video, People also ask, Related searches",commercial,Organic
how big is 400 square feet in feet,11,11,1000,27,0.00,https://www.calculator.net/square-footage-calculator.html,4,0,0.00,0,183000000,"[7,66,66,66,79,100,3,30,54,54,7,4]",2026-04-01,"Sitelinks, Related searches, Questions and answers, AI overview",informational,Organic
housing payment calculator,14,14,880,79,0.57,https://www.calculator.net/mortgage-payoff-calculator.html,4,0,2.00,0.61,122,"[11,65,82,16,16,44,20,30,11,16,20,13]",2026-03-26,"Sitelinks, Related searches",commercial,Organic
str calculator,12,12,590,41,3.85,https://www.calculator.net/rental-property-calculator.html,4,0,15.00,0.01,19900000,"[30,30,100,16,24,20,36,36,30,30,45,36]",2026-03-14,"Video, Image, Related searches",commercial,Organic
calculator between 2 dates,13,13,590,64,0.00,https://www.calculator.net/day-counter.html,4,0,0.00,0,0,"[7,10,16,3,5,24,16,16,24,4,3,8]",2026-03-09,"Video, Related searches",informational,Organic
40 times 52,11,11,480,41,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.2&ctype=2&x=0&y=0,4,0,0.00,0,1800000000,"[81,66,54,54,100,54,54,81,81,81,81,66]",2026-03-24,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
day of week calculator,13,13,880,55,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,106,"[46,46,52,52,37,52,37,52,37,46,46,37]",2026-04-10,"Instant answer, Video, Related searches",informational,Organic
50 divided by 12,13,13,1600,28,0.00,https://www.calculator.net/long-division-calculator.html,4,0,0.00,0,86,"[27,27,36,44,52,24,20,27,52,100,44,44]",2026-04-05,"Instant answer, Video, People also ask, Related searches",informational,Organic
bmi calculator formula,15,15,1000,85,0.22,https://www.calculator.net/bmi-calculator.html,4,0,0.00,0.14,127000000,"[13,35,16,35,18,18,10,10,35,24,18,10]",2026-03-15,"Video, Related searches, AI overview",informational,Organic
integer no,19,19,2900,35,0.00,https://www.calculator.net/random-number-generator.html,4,0,0.00,0.01,186000000,"[2,29,36,66,24,19,1,13,81,54,29,24]",2026-04-20,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
degree calculator,20,20,2900,54,1.26,https://www.calculator.net/triangle-calculator.html,4,0,5.00,0.01,971000000,"[54,66,54,66,43,15,15,24,43,43,36,36]",2026-04-20,"Instant answer, Video, Related searches",informational,Organic
download rate calculator,14,14,880,41,8.16,https://www.calculator.net/bandwidth-calculator.html,4,0,32.00,0,98,"[7,100,3,13,8,22,16,2,16,13,36,10]",2026-03-29,"Sitelinks, Video, Related searches",informational,Organic
6 of 300 000,11,11,480,7,0.00,https://www.calculator.net/long-division-calculator.html,4,0,0.00,0,0,"[30,36,36,36,36,45,30,45,30,30,30,24]",2026-03-02,"Sitelinks, Video, Related searches, AI overview",informational,Organic
days into years,14,14,1600,44,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,5700000000,"[100,44,44,44,52,16,20,52,20,36,27,66]",2026-03-23,"Instant answer, Video, Video Carousel, Related searches",informational,Organic
2 0 5,13,13,1600,24,0.00,https://www.calculator.net/math-calculator.html,4,0,0.00,0,24330000000,"[79,66,66,66,54,36,41,54,100,54,54,54]",2026-04-19,"Image pack, Sitelinks, Video, Video Carousel","informational, transactional",Organic
half of 21,12,12,1600,25,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=7.2&ctype=2&x=0&y=0,4,0,0.00,0,87,"[54,30,54,66,79,36,36,54,100,100,79,79]",2026-04-04,"Instant answer, Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
typical weight for women,15,0,2900,69,0.46,https://www.calculator.net/ideal-weight-calculator.html,4,0,1.00,0.02,810000000,"[3,81,100,100,43,66,1,4,24,36,66,54]",2026-04-21,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
pregnancy months,16,16,2900,50,0.97,https://www.calculator.net/pregnancy-calculator.html,4,0,3.00,0.01,387000000,"[8,16,19,19,36,12,29,19,12,16,36,24]",2026-04-15,"Sitelinks, Video, Image, Related searches, Things to know, AI overview",informational,Organic
investment amortization calculator,11,11,480,75,0.29,https://www.calculator.net/future-value-calculator.html,4,0,1.00,0.39,19700000,"[54,100,44,36,44,44,67,44,44,44,36,44]",2026-03-29,"Sitelinks, Video, Related searches",commercial,Organic
create roman numeral tattoo,11,11,320,7,0.66,https://www.calculator.net/roman-numeral-converter.html,4,0,2.00,0.04,126,"[35,44,18,23,100,100,23,23,54,81,81,81]",2026-03-11,"Sitelinks, Video, Image, Related searches",informational,Organic
height and weight chart for women,11,11,1000,76,0.36,https://www.calculator.net/ideal-weight-calculator.html,4,0,1.00,0.17,504000000,"[15,19,15,15,10,8,10,13,13,13,43,10]",2026-03-01,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
how many days till july 1st,13,13,1600,21,0.00,https://www.calculator.net/day-counter.html,4,0,0.00,0,986000000,"[10,5,13,23,23,66,3,1,2,2,1,2]",2026-04-20,"Instant answer, Video, People also ask, Related searches",informational,Organic
income after taxes calculator,12,12,590,76,3.56,https://www.calculator.net/salary-calculator.html,4,0,14.00,0.06,355000000,"[24,24,20,20,24,30,24,20,20,20,24,24]",2026-03-18,"Video, Related searches",commercial,Organic
calc equation,12,12,1600,69,0.33,https://www.calculator.net/math-calculator.html,4,0,1.00,0.06,315000000,"[1,7,100,29,13,1,0,0,3,2,2,10]",2026-03-24,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
7/4 simplified,11,11,590,33,0.00,https://www.calculator.net/fraction-calculator.html,4,0,0.00,0,6850000,"[25,16,25,1,31,0,2,84,46,68,52,37]",2026-03-10,"Instant answer, Video, Related searches, AI overview",informational,Organic
metric for height,14,14,1000,50,0.00,https://www.calculator.net/height-calculator.html,4,0,0.00,0,207000000,"[7,79,66,66,54,66,4,30,54,54,8,20]",2026-03-28,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
how many days are in 6 years,12,12,590,18,0.00,https://www.calculator.net/date-calculator.html,4,0,0.00,0,104,"[24,30,45,62,62,16,30,0,30,30,36,36]",2026-03-18,"Instant answer, Video, Related searches",informational,Organic
house payment estimator with taxes and insurance,14,14,880,67,0.56,https://www.calculator.net/mortgage-calculator.html,4,0,2.00,0.39,179,"[0,2,0,100,0,0,0,0,0,1,1,0]",2026-04-03,"Sitelinks, Video, Related searches",commercial,Organic
24 kg to pounds,15,15,1000,22,0.00,https://www.calculator.net/weight-calculator.html,4,0,0.00,0,357000000,"[84,46,31,100,46,100,31,20,52,68,100,31]",2026-04-05,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
what is an m in roman numerals,12,12,590,46,0.00,https://www.calculator.net/roman-numeral-converter.html,4,0,0.00,0.01,32500000,"[13,24,8,20,100,16,30,10,4,13,16,16]",2026-03-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
car loan calculator pa,12,12,590,72,0.45,https://www.calculator.net/loan-calculator.html,4,0,1.00,0.57,123,"[45,55,67,55,67,36,45,16,45,36,36,36]",2026-03-11,"Sitelinks, Related searches",commercial,Organic
